filename,size_bytes,tipo,delimiter,n_lines,n_columns,header,columns_list,sample_source
CCRO3_ITR_itr_cia_aberta_BPA_con_2025.csv,102765,BPA_CON,?,-1,0,ERROR,,sampled_from_type
CCRO3_ITR_itr_cia_aberta_BPA_ind_2025.csv,92262,BPA_IND,?,-1,0,ERROR,,sampled_from_type
CCRO3_ITR_itr_cia_aberta_BPP_con_2025.csv,179926,BPP_CON,?,-1,0,ERROR,,sampled_from_type
CCRO3_ITR_itr_cia_aberta_BPP_ind_2025.csv,151797,BPP_IND,?,-1,0,ERROR,,sampled_from_type
CMIG4_DFP_dfp_cia_aberta_2025.csv,297,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
CMIG4_DFP_dfp_cia_aberta_BPA_con_2025.csv,37791,BPA_CON,?,-1,0,ERROR,,sampled_from_type
CMIG4_DFP_dfp_cia_aberta_BPA_ind_2025.csv,31024,BPA_IND,?,-1,0,ERROR,,sampled_from_type
CMIG4_DFP_dfp_cia_aberta_BPP_con_2025.csv,61989,BPP_CON,?,-1,0,ERROR,,sampled_from_type
CMIG4_DFP_dfp_cia_aberta_BPP_ind_2025.csv,53238,BPP_IND,?,-1,0,ERROR,,sampled_from_type
CMIG4_ITR_itr_cia_aberta_2025.csv,735,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
CMIG4_ITR_itr_cia_aberta_BPA_con_2025.csv,112696,BPA_CON,?,-1,0,ERROR,,sampled_from_type
CMIG4_ITR_itr_cia_aberta_BPA_ind_2025.csv,92807,BPA_IND,?,-1,0,ERROR,,sampled_from_type
CMIG4_ITR_itr_cia_aberta_BPP_con_2025.csv,183124,BPP_CON,?,-1,0,ERROR,,sampled_from_type
CMIG4_ITR_itr_cia_aberta_BPP_ind_2025.csv,158139,BPP_IND,?,-1,0,ERROR,,sampled_from_type
CMIN3_DFP_dfp_cia_aberta_2025.csv,480,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
CMIN3_DFP_dfp_cia_aberta_BPA_con_2025.csv,25334,BPA_CON,?,-1,0,ERROR,,sampled_from_type
